Sequence #,Freq (MHz),Modulation,BW (Hz),SF,Coding Rate,ADR,Time,Chan,RSSI (dBm),SNR (dB)
3029,868.1,LoRa,125,SF8,4/5,on,2015-07-06 12:49:16,0,-121,-3.2
3025,868.1,LoRa,125,SF12,4/5,on,2015-07-06 12:49:13,0,-124,-8
3016,867.1,LoRa,125,SF7,4/5,on,2015-07-06 12:49:04,3,-122,-8.2
3015,867.3,LoRa,125,SF8,4/5,on,2015-07-06 12:49:04,4,-120,-7.5
3014,867.9,LoRa,125,SF9,4/5,on,2015-07-06 12:49:03,7,-121,-7
3013,868.1,LoRa,125,SF10,4/5,on,2015-07-06 12:49:02,0,-120,-5
3008,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:48:57,3,-121,-7.2
3000,868.5,LoRa,125,SF9,4/5,on,2015-07-06 12:48:50,2,-121,-9.5
2999,867.5,LoRa,125,SF10,4/5,on,2015-07-06 12:48:50,5,-120,-9
2994,867.7,LoRa,125,SF8,4/5,on,2015-07-06 12:48:45,6,-120,-7
2979,867.3,LoRa,125,SF9,4/5,on,2015-07-06 12:48:31,4,-124,-11
2966,867.7,LoRa,125,SF8,4/5,on,2015-07-06 12:48:19,6,-120,-8
2957,868.3,LoRa,125,SF10,4/5,on,2015-07-06 12:48:12,1,-120,-8.2
2956,868.5,LoRa,125,SF11,4/5,on,2015-07-06 12:48:11,2,-122,-8
2916,868.5,LoRa,125,SF9,4/5,on,2015-07-06 12:47:35,2,-122,-7.5
2909,868.1,LoRa,125,SF9,4/5,on,2015-07-06 12:47:28,0,-121,-5.5
2885,868.1,LoRa,125,SF12,4/5,on,2015-07-06 12:47:07,0,-122,-12.5
2874,867.7,LoRa,125,SF9,4/5,on,2015-07-06 12:46:57,6,-124,-8
2872,867.25,LoRa,125,SF11,4/5,on,2015-07-06 12:46:55,3,-121,-7.2
2866,867.9,LoRa,125,SF10,4/5,on,2015-07-06 12:46:50,7,-123,-10.2
2860,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:46:44,3,-122,-5.8
2851,867.3,LoRa,125,SF11,4/5,on,2015-07-06 12:46:36,4,-120,-6
2845,868.1,LoRa,125,SF10,4/5,on,2015-07-06 12:46:31,0,-124,-11.5
2831,867.3,LoRa,125,SF10,4/5,on,2015-07-06 12:46:18,4,-121,-11.5
2826,867.9,LoRa,125,SF8,4/5,on,2015-07-06 12:46:13,7,-124,-9.5
2825,868.1,LoRa,125,SF9,4/5,on,2015-07-06 12:46:12,0,-124,-13.2
2819,867.5,LoRa,125,SF8,4/5,on,2015-07-06 12:46:07,5,-119,-6.2
2818,867.9,LoRa,125,SF9,4/5,on,2015-07-06 12:46:06,7,-126,-9
2817,868.3,LoRa,125,SF10,4/5,on,2015-07-06 12:46:05,1,-118,-10
2812,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:46:00,3,-120,-5.8
2809,868.1,LoRa,125,SF11,4/5,on,2015-07-06 12:45:58,0,-122,-12.2
2801,868.1,LoRa,125,SF12,4/5,on,2015-07-06 12:45:51,0,-124,-14.8
2788,868.5,LoRa,125,SF11,4/5,on,2015-07-06 12:45:39,2,-122,-12.5
2781,868.1,LoRa,125,SF11,4/5,on,2015-07-06 12:45:33,0,-122,-13.8
2774,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:45:27,7,-124,-15.2
2773,868.1,LoRa,125,SF12,4/5,on,2015-07-06 12:45:25,0,-124,-10.5
2753,868.3,LoRa,125,SF11,4/5,on,2015-07-06 12:45:08,1,-120,-11.2
2741,868.3,LoRa,125,SF9,4/5,on,2015-07-06 12:44:57,1,-120,-12.5
2734,867.7,LoRa,125,SF9,4/5,on,2015-07-06 12:44:50,6,-122,-7.8
2728,867.25,LoRa,125,SF8,4/5,on,2015-07-06 12:44:45,3,-122,-8.5
2726,867.9,LoRa,125,SF10,4/5,on,2015-07-06 12:44:43,7,-122,-10.2
2724,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:44:41,3,-122,-12.5
2712,868.5,LoRa,125,SF10,4/5,on,2015-07-06 12:44:31,2,-121,-12.5
2710,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:44:29,7,-124,-15
2692,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:44:12,3,-122,-11.8
2678,867.9,LoRa,125,SF9,4/5,on,2015-07-06 12:44:00,7,-124,-10
2673,868.3,LoRa,125,SF7,4/5,on,2015-07-06 12:43:54,1,-120,-4
2671,867.3,LoRa,125,SF9,4/5,on,2015-07-06 12:43:53,4,-122,-8.2
2670,867.7,LoRa,125,SF10,4/5,on,2015-07-06 12:43:53,6,-121,-9.8
2664,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:43:47,3,-123,-11
2570,867.7,LoRa,125,SF12,4/5,on,2015-07-06 12:42:22,6,-121,-7.2
2558,867.9,LoRa,125,SF10,4/5,on,2015-07-06 12:42:12,7,-126,-11.5
2536,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:41:52,3,-122,-10.2
2516,868.5,LoRa,125,SF10,4/5,on,2015-07-06 12:41:34,2,-121,-9.8
2515,867.3,LoRa,125,SF11,4/5,on,2015-07-06 12:41:33,4,-121,-5.5
2511,867.5,LoRa,125,SF8,4/5,on,2015-07-06 12:41:29,5,-118,-8.5
2508,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:41:27,3,-122,-7.2
2503,867.3,LoRa,125,SF9,4/5,on,2015-07-06 12:41:22,4,-120,-7
2502,867.9,LoRa,125,SF10,4/5,on,2015-07-06 12:41:21,7,-122,-3.5
2497,868.1,LoRa,125,SF8,4/5,on,2015-07-06 12:41:16,0,-121,-7.5
2491,867.3,LoRa,125,SF7,4/5,on,2015-07-06 12:41:10,4,-121,-5.2
2466,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:40:49,7,-124,-10.5
2465,868.3,LoRa,125,SF12,4/5,on,2015-07-06 12:40:47,1,-118,-16
2455,867.3,LoRa,125,SF8,4/5,on,2015-07-06 12:40:38,4,-121,-8.2
2454,867.7,LoRa,125,SF9,4/5,on,2015-07-06 12:40:37,6,-121,-8.2
2452,868.5,LoRa,125,SF11,4/5,on,2015-07-06 12:40:36,2,-122,-11.8
2447,867.3,LoRa,125,SF9,4/5,on,2015-07-06 12:40:31,4,-121,-10
2446,867.9,LoRa,125,SF10,4/5,on,2015-07-06 12:40:31,7,-122,-5.8
2421,868.1,LoRa,125,SF7,4/5,on,2015-07-06 12:40:07,0,-120,-7.2
2420,868.5,LoRa,125,SF8,4/5,on,2015-07-06 12:40:06,2,-121,-7
2413,868.1,LoRa,125,SF8,4/5,on,2015-07-06 12:40:00,0,-122,-5
2398,867.7,LoRa,125,SF9,4/5,on,2015-07-06 12:39:47,6,-120,-3.8
2393,868.1,LoRa,125,SF7,4/5,on,2015-07-06 12:39:42,0,-121,-6.5
2386,867.7,LoRa,125,SF7,4/5,on,2015-07-06 12:39:35,6,-121,-7.2
2384,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:39:34,3,-122,-6.8
2372,867.1,LoRa,125,SF7,4/5,on,2015-07-06 12:39:23,3,-121,-3.5
2361,868.3,LoRa,125,SF11,4/5,on,2015-07-06 12:39:14,1,-119,-11
2339,867.5,LoRa,125,SF12,4/5,on,2015-07-06 12:38:54,5,-121,-13.5
2326,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:38:42,7,-122,-8.8
2308,867.5,LoRa,125,SF8,4/5,on,2015-07-06 12:38:25,3,-121,1.2
2307,867.3,LoRa,125,SF9,4/5,on,2015-07-06 12:38:25,4,-121,-2.8
2291,867.3,LoRa,125,SF11,4/5,on,2015-07-06 12:38:11,4,-121,-11.8
2265,868.1,LoRa,125,SF9,4/5,on,2015-07-06 12:37:47,0,-122,-10
2256,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:37:39,3,-122,-9.5
2246,867.7,LoRa,125,SF7,4/5,on,2015-07-06 12:37:29,6,-121,-5.8
2242,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:37:26,7,-124,-5.8
2231,867.5,LoRa,125,SF8,4/5,on,2015-07-06 12:37:16,5,-120,-8
2228,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:37:14,3,-120,-12.5
2226,868.3,LoRa,250,SF7,4/5,on,2015-07-06 12:37:10,8,-116,-7
2223,867.3,LoRa,125,SF9,4/5,on,2015-07-06 12:37:09,4,-122,-4.8
2222,867.7,LoRa,125,SF10,4/5,on,2015-07-06 12:37:08,6,-116,-6
2218,867.7,LoRa,125,SF7,4/5,on,2015-07-06 12:37:04,6,-120,-3.8
2214,867.5,LoRa,125,SF11,4/5,on,2015-07-06 12:37:01,7,-122,-12.5
2209,868.1,LoRa,125,SF9,4/5,on,2015-07-06 12:36:56,0,-122,-6
2207,867.3,LoRa,125,SF11,4/5,on,2015-07-06 12:36:55,4,-120,-9.5
2192,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:36:41,3,-122,-8.8
2182,867.7,LoRa,125,SF8,4/5,on,2015-07-06 12:36:32,6,-119,-1.8
2176,867.1,LoRa,125,SF7,4/5,on,2015-07-06 12:36:26,3,-120,0
2172,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:36:23,3,-122,-6.8
2167,867.5,LoRa,125,SF9,4/5,on,2015-07-06 12:36:18,5,-121,-6.2
2164,868.5,LoRa,125,SF12,4/5,on,2015-07-06 12:36:16,2,-121,-9
2139,867.3,LoRa,125,SF9,4/5,on,2015-07-06 12:35:53,4,-121,-6
2119,867.5,LoRa,125,SF8,4/5,on,2015-07-06 12:35:35,5,-110,-4.8
2110,867.7,LoRa,125,SF10,4/5,on,2015-07-06 12:35:27,6,-121,-5.8
2108,868.5,LoRa,125,SF12,4/5,on,2015-07-06 12:35:25,2,-120,-10.5
2091,867.3,LoRa,125,SF8,4/5,on,2015-07-06 12:35:09,4,-122,-8
2071,867.5,LoRa,125,SF7,4/5,on,2015-07-06 12:34:51,5,-119,-7
2064,868.5,LoRa,125,SF7,4/5,on,2015-07-06 12:34:45,2,-120,-7
2056,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:34:38,3,-118,0
2054,867.7,LoRa,125,SF10,4/5,on,2015-07-06 12:34:37,6,-119,-2.5
2039,867.3,LoRa,125,SF11,4/5,on,2015-07-06 12:34:23,4,-121,-1.8
2037,868.3,LoRa,250,SF7,4/5,on,2015-07-06 12:34:20,8,-116,-5.5
2036,868.5,LoRa,125,SF7,4/5,on,2015-07-06 12:34:19,2,-120,-1.5
2035,867.3,LoRa,125,SF8,4/5,on,2015-07-06 12:34:19,4,-118,-1.8
2033,868.1,LoRa,125,SF10,4/5,on,2015-07-06 12:34:18,0,-119,-7
2029,868.1,LoRa,125,SF7,4/5,on,2015-07-06 12:34:13,0,-122,-7
2027,867.5,LoRa,125,SF9,4/5,on,2015-07-06 12:34:12,5,-116,1.2
2025,868.3,LoRa,125,SF11,4/5,on,2015-07-06 12:34:10,1,-113,-0.5
2024,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:34:09,3,-121,-4.2
2021,868.1,LoRa,125,SF8,4/5,on,2015-07-06 12:34:06,0,-121,-3
2020,868.5,LoRa,125,SF9,4/5,on,2015-07-06 12:34:06,2,-121,-4
2019,867.5,LoRa,125,SF10,4/5,on,2015-07-06 12:34:05,5,-117,-6
1968,868.5,LoRa,125,SF12,4/5,on,2015-07-06 12:33:19,2,-120,-3.2
1967,868.3,LoRa,250,SF7,4/5,on,2015-07-06 12:33:17,8,-119,-7
1964,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:33:15,3,-122,-1.8
1963,867.5,LoRa,125,SF10,4/5,on,2015-07-06 12:33:14,5,-113,-2.5
1962,867.7,LoRa,125,SF11,4/5,on,2015-07-06 12:33:14,6,-120,-0.5
1960,868.3,LoRa,250,SF7,4/5,on,2015-07-06 12:33:10,8,-115,-7.2
1959,867.5,LoRa,125,SF7,4/5,on,2015-07-06 12:33:10,5,-117,-3.2
1958,867.7,LoRa,125,SF8,4/5,on,2015-07-06 12:33:09,6,-118,-0.2
1957,868.3,LoRa,125,SF9,4/5,on,2015-07-06 12:33:09,1,-118,-6.2
1955,867.3,LoRa,125,SF11,4/5,on,2015-07-06 12:33:07,4,-118,0.2
1954,867.7,LoRa,125,SF12,4/5,on,2015-07-06 12:33:06,6,-120,-5.8
1953,868.3,LoRa,250,SF7,4/5,on,2015-07-06 12:33:04,8,-118,-7.5
1952,867.1,LoRa,125,SF7,4/5,on,2015-07-06 12:33:04,3,-121,-2
1951,867.5,LoRa,125,SF8,4/5,on,2015-07-06 12:33:03,5,-117,-3
1950,867.7,LoRa,125,SF9,4/5,on,2015-07-06 12:33:02,6,-119,-0.2
1948,867.1,LoRa,125,SF11,4/5,on,2015-07-06 12:33:01,3,-120,-1
1947,867.3,LoRa,125,SF12,4/5,on,2015-07-06 12:33:00,4,-122,-4.8
1946,868.3,LoRa,250,SF7,4/5,on,2015-07-06 12:32:58,8,-117,-7.5
1945,868.3,LoRa,125,SF7,4/5,on,2015-07-06 12:32:57,1,-119,-4.2
1944,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:32:57,3,-120,-1.8
1943,867.5,LoRa,125,SF9,4/5,on,2015-07-06 12:32:56,5,-104,-3.8
1942,867.7,LoRa,125,SF10,4/5,on,2015-07-06 12:32:56,6,-119,2.2
1941,868.3,LoRa,125,SF11,4/5,on,2015-07-06 12:32:55,1,-114,-1.2
1940,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:32:53,3,118,0.2
1937,868.3,LoRa,125,SF8,4/5,on,2015-07-06 12:32:50,1,-120,-1.5
1936,868.5,LoRa,125,SF9,4/5,on,2015-07-06 12:32:50,2,-119,-2.8
1935,867.5,LoRa,125,SF10,4/5,on,2015-07-06 12:32:49,5,-117,-3.8
1934,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:32:48,7,-122,-0.8
1931,867.3,LoRa,125,SF7,4/5,on,2015-07-06 12:32:45,4,-118,-1.2
1930,867.7,LoRa,125,SF8,4/5,on,2015-07-06 12:32:44,6,-119,-0.2
1929,868.3,LoRa,125,SF9,4/5,on,2015-07-06 12:32:44,1,-104,-1.8
1927,867.3,LoRa,125,SF11,4/5,on,2015-07-06 12:32:42,4,-116,1.8
1926,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:32:41,7,118,0.5
1924,867.1,LoRa,125,SF7,4/5,on,2015-07-06 12:32:38,3,-121,-1.5
1923,867.5,LoRa,125,SF8,4/5,on,2015-07-06 12:32:38,5,-117,-2.2
1922,867.9,LoRa,125,SF9,4/5,on,2015-07-06 12:32:37,7,-122,-1.2
1920,867.25,LoRa,125,SF11,4/5,on,2015-07-06 12:32:36,3,-119,1
1919,867.3,LoRa,125,SF12,4/5,on,2015-07-06 12:32:34,4,-121,-5
1918,868.3,LoRa,250,SF7,4/5,on,2015-07-06 12:32:32,8,-118,-4.8
1917,868.1,LoRa,125,SF7,4/5,on,2015-07-06 12:32:32,0,-121,-1.2
1916,868.5,LoRa,125,SF8,4/5,on,2015-07-06 12:32:31,2,-121,-3.2
1915,867.5,LoRa,125,SF9,4/5,on,2015-07-06 12:32:31,5,-118,-5
1913,868.3,LoRa,125,SF11,4/5,on,2015-07-06 12:32:29,1,-119,-3
1912,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:32:28,3,-120,-0.8
1909,868.1,LoRa,125,SF8,4/5,on,2015-07-06 12:32:25,0,-121,-6.2
1908,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:32:25,3,-122,-4.5
1906,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:32:23,7,-122,-4.2
1903,867.3,LoRa,125,SF7,4/5,on,2015-07-06 12:32:19,4,-120,-4
1901,868.3,LoRa,125,SF9,4/5,on,2015-07-06 12:32:18,1,-122,-6
1896,867.1,LoRa,125,SF7,4/5,on,2015-07-06 12:32:13,3,-121,-4
1895,867.3,LoRa,125,SF8,4/5,on,2015-07-06 12:32:12,4,-121,-7
1894,867.7,LoRa,125,SF9,4/5,on,2015-07-06 12:32:12,6,-122,-7.2
1893,868.3,LoRa,125,SF10,4/5,on,2015-07-06 12:32:11,1,-120,-9
1886,867.9,LoRa,125,SF10,4/5,on,2015-07-06 12:32:05,7,-122,-10
1881,868.3,LoRa,125,SF8,4/5,on,2015-07-06 12:32:00,1,-119,-9.2
